layer_name,layer_idx,batch_idx,sample_idx,alpha_bias,alpha_weight
features.0,0,0,0,0.8495871424674988,0.319981187582016
features.0,0,0,1,0.4108363687992096,0.14390885829925537
features.0,0,0,2,-0.21817205846309662,-0.03894494101405144
features.0,0,0,3,0.6290587186813354,0.20087656378746033
features.0,0,0,4,0.6470232009887695,0.38741883635520935
features.0,0,0,5,-0.3021419644355774,0.2198360413312912
features.0,0,0,6,0.7027047872543335,0.2788242995738983
features.0,0,0,7,0.8071038722991943,0.5562323331832886
features.0,0,0,8,0.6640678644180298,0.47243309020996094
features.0,0,0,9,0.7620532512664795,0.5411947965621948
features.0,0,0,10,0.551832914352417,0.3750411570072174
features.0,0,0,11,0.6924669146537781,0.5769370794296265
features.0,0,0,12,0.4079629182815552,0.23797394335269928
features.0,0,0,13,0.46656152606010437,0.2609451413154602
features.0,0,0,14,0.6046702861785889,0.2550336718559265
features.0,0,0,15,0.7914538383483887,0.30185508728027344
features.0,0,0,16,0.502865731716156,-0.09445379674434662
features.0,0,0,17,-0.08737321197986603,-0.0239785797894001
features.0,0,0,18,0.47200652956962585,0.11150069534778595
features.0,0,0,19,-0.1184007078409195,-0.09505162388086319
features.0,0,0,20,-0.1518862545490265,-0.0010698700789362192
features.0,0,0,21,0.7716788053512573,0.13100606203079224
features.0,0,0,22,-0.2099861204624176,0.02614355832338333
features.0,0,0,23,0.8237069845199585,0.37509825825691223
features.0,0,0,24,0.45043787360191345,0.5656434297561646
features.0,0,0,25,0.630409300327301,0.4894678592681885
features.0,0,0,26,0.6742593050003052,0.403218150138855
features.0,0,0,27,0.5980334281921387,0.6816129684448242
features.0,0,0,28,0.623931884765625,0.32923901081085205
features.0,0,0,29,0.08730310946702957,0.3199455142021179
features.0,0,0,30,0.002153538167476654,0.033535294234752655
features.0,0,0,31,0.53657466173172,0.5752958655357361
features.0,0,0,32,0.5474696159362793,0.3442249298095703
features.0,0,0,33,0.7713766098022461,0.5420470237731934
features.0,0,0,34,0.7499656677246094,0.374716579914093
features.0,0,0,35,0.7392269372940063,0.5279442667961121
features.0,0,0,36,0.5842431783676147,0.2295193374156952
features.0,0,0,37,0.4451372027397156,0.14716510474681854
features.0,0,0,38,-0.4635242223739624,0.08890143036842346
features.0,0,0,39,0.4711587131023407,0.3548108637332916
features.0,0,0,40,0.5719737410545349,0.4352816641330719
features.0,0,0,41,0.7028849124908447,0.0800173282623291
features.0,0,0,42,0.8052433729171753,0.3896937966346741
features.0,0,0,43,0.7374014854431152,0.39837443828582764
features.0,0,0,44,0.7101541757583618,0.18257343769073486
features.0,0,0,45,0.5459645986557007,0.33254969120025635
features.0,0,0,46,0.6422823667526245,0.34426349401474
features.0,0,0,47,0.22461910545825958,0.3146250247955322
features.0,0,0,48,0.8569785356521606,0.678440272808075
features.0,0,0,49,0.5005791187286377,-0.01534419134259224
features.0,0,0,50,0.725784420967102,0.27096012234687805
features.0,0,0,51,0.670182466506958,0.41956090927124023
features.0,0,0,52,0.5737504959106445,0.19535569846630096
features.0,0,0,53,0.6426389217376709,0.19944925606250763
features.0,0,0,54,0.6761357188224792,0.20972931385040283
features.0,0,0,55,0.35204005241394043,0.11224956810474396
features.0,0,0,56,0.14196597039699554,0.21643397212028503
features.0,0,0,57,-0.40095245838165283,0.08276305347681046
features.0,0,0,58,0.5782198905944824,0.4776085317134857
features.0,0,0,59,0.8183048963546753,0.4397696852684021
features.0,0,0,60,0.13797473907470703,0.09924958646297455
features.0,0,0,61,-0.2908492982387543,0.21185559034347534
features.0,0,0,62,0.5285801887512207,0.4954219460487366
features.0,0,0,63,0.7334941625595093,0.18481674790382385
features.2,1,0,0,0.7272547483444214,0.6732110381126404
features.2,1,0,1,0.43333712220191956,0.23275408148765564
features.2,1,0,2,-0.5022727251052856,-0.26710575819015503
features.2,1,0,3,0.5591881275177002,0.3149222433567047
features.2,1,0,4,0.67228102684021,0.5480307936668396
features.2,1,0,5,-0.15039785206317902,-0.08580507338047028
features.2,1,0,6,0.5720606446266174,0.5761097073554993
features.2,1,0,7,0.593113362789154,0.5670976638793945
features.2,1,0,8,0.8489841818809509,0.737431526184082
features.2,1,0,9,0.7077217698097229,0.6313669085502625
features.2,1,0,10,0.685818076133728,0.555704653263092
features.2,1,0,11,0.800822377204895,0.6880033612251282
features.2,1,0,12,-0.27400463819503784,-0.11520394682884216
features.2,1,0,13,0.7534134984016418,0.5779658555984497
features.2,1,0,14,0.36359554529190063,0.3404467701911926
features.2,1,0,15,0.7202041745185852,0.7000948190689087
features.2,1,0,16,0.027847282588481903,0.029921984300017357
features.2,1,0,17,-0.5156933069229126,-0.26299595832824707
features.2,1,0,18,0.5758514404296875,0.5172866582870483
features.2,1,0,19,-0.2068985104560852,-0.12438800930976868
features.2,1,0,20,-0.09601742029190063,-0.14700129628181458
features.2,1,0,21,0.6606431007385254,0.5625839829444885
features.2,1,0,22,-0.03934262692928314,0.03639136999845505
features.2,1,0,23,0.7514691352844238,0.6920028328895569
features.2,1,0,24,0.7219517230987549,0.6359973549842834
features.2,1,0,25,0.6787294149398804,0.5479873418807983
features.2,1,0,26,0.6822459697723389,0.6647359132766724
features.2,1,0,27,0.723272442817688,0.6373069286346436
features.2,1,0,28,0.71570885181427,0.5467164516448975
features.2,1,0,29,-0.07340215891599655,0.024318473413586617
features.2,1,0,30,-0.14786002039909363,-0.03946002200245857
features.2,1,0,31,0.5584880113601685,0.4519125819206238
features.2,1,0,32,0.7631202936172485,0.632310152053833
features.2,1,0,33,0.7911592125892639,0.6952087879180908
features.2,1,0,34,0.6959118843078613,0.6489171385765076
features.2,1,0,35,0.7835914492607117,0.635425329208374
features.2,1,0,36,0.7050141096115112,0.49599140882492065
features.2,1,0,37,0.3350347876548767,0.2698821425437927
features.2,1,0,38,-0.2597672939300537,-0.12826824188232422
features.2,1,0,39,0.2986496686935425,0.2822399139404297
features.2,1,0,40,0.6548597812652588,0.6088944673538208
features.2,1,0,41,0.7013036012649536,0.568463146686554
features.2,1,0,42,0.7871253490447998,0.6844027638435364
features.2,1,0,43,0.7133188247680664,0.5591853857040405
features.2,1,0,44,0.57105553150177,0.45801717042922974
features.2,1,0,45,0.640878438949585,0.5378479957580566
features.2,1,0,46,0.5795334577560425,0.534854531288147
features.2,1,0,47,0.5505579113960266,0.48276007175445557
features.2,1,0,48,0.8801331520080566,0.811079740524292
features.2,1,0,49,0.6370850801467896,0.5268070697784424
features.2,1,0,50,0.5285072326660156,0.5577290058135986
features.2,1,0,51,0.6755895614624023,0.5840736627578735
features.2,1,0,52,0.8084668517112732,0.5886606574058533
features.2,1,0,53,0.6569334268569946,0.5309898853302002
features.2,1,0,54,0.6904751062393188,0.5524543523788452
features.2,1,0,55,0.6263955235481262,0.5258963108062744
features.2,1,0,56,-0.004981830716133118,-0.10337549448013306
features.2,1,0,57,-0.0405108742415905,-0.036882463842630386
features.2,1,0,58,0.4592103362083435,0.4573410153388977
features.2,1,0,59,0.8930603265762329,0.7230712175369263
features.2,1,0,60,0.014683738350868225,0.05023355409502983
features.2,1,0,61,-0.1993151754140854,-0.053173426538705826
features.2,1,0,62,0.5595397353172302,0.4711296260356903
features.2,1,0,63,0.7669264078140259,0.6588094830513
features.5,2,0,0,0.6492394804954529,0.5434215068817139
features.5,2,0,1,0.2319740355014801,0.11697256565093994
features.5,2,0,2,-0.1923920214176178,-0.04592345654964447
features.5,2,0,3,0.22256752848625183,0.11142833530902863
features.5,2,0,4,0.6633822917938232,0.42959243059158325
features.5,2,0,5,-0.22617271542549133,0.012729492969810963
features.5,2,0,6,0.6079288721084595,0.4935586750507355
features.5,2,0,7,0.5874500274658203,0.5040169358253479
features.5,2,0,8,0.8189451098442078,0.6209341883659363
features.5,2,0,9,0.6912789344787598,0.48189377784729004
features.5,2,0,10,0.661051869392395,0.5399743318557739
features.5,2,0,11,0.8255844712257385,0.5835727453231812
features.5,2,0,12,-0.13678807020187378,0.025379465892910957
features.5,2,0,13,0.7357133626937866,0.5138276219367981
features.5,2,0,14,0.23359236121177673,0.1835823357105255
features.5,2,0,15,0.6154693961143494,0.5471467971801758
features.5,2,0,16,-0.05279500037431717,-0.049570441246032715
features.5,2,0,17,-0.1460862159729004,-0.0022275708615779877
features.5,2,0,18,0.5665173530578613,0.5299346446990967
features.5,2,0,19,-0.013835370540618896,0.027420496568083763
features.5,2,0,20,0.023417223244905472,0.0361352413892746
features.5,2,0,21,0.5972435474395752,0.44692426919937134
features.5,2,0,22,-0.0397767573595047,0.14196956157684326
features.5,2,0,23,0.6349151134490967,0.48654723167419434
features.5,2,0,24,0.6571217179298401,0.5658315420150757
features.5,2,0,25,0.7658610343933105,0.598175585269928
features.5,2,0,26,0.6131935119628906,0.5582934617996216
features.5,2,0,27,0.7622043490409851,0.6360434293746948
features.5,2,0,28,0.6505705118179321,0.4314339756965637
features.5,2,0,29,0.09575290232896805,0.137497216463089
features.5,2,0,30,0.08043142408132553,0.012613065540790558
features.5,2,0,31,0.0634186714887619,0.16343475878238678
features.5,2,0,32,0.6620336771011353,0.5545825958251953
features.5,2,0,33,0.7047772407531738,0.5473688840866089
features.5,2,0,34,0.4991684556007385,0.4918295741081238
features.5,2,0,35,0.7341359257698059,0.5241395831108093
features.5,2,0,36,0.5933232307434082,0.31787925958633423
features.5,2,0,37,0.3852297067642212,0.2789905369281769
features.5,2,0,38,-0.056561388075351715,0.0860922783613205
features.5,2,0,39,0.33756333589553833,0.35355210304260254
features.5,2,0,40,0.733156681060791,0.6574805974960327
features.5,2,0,41,0.6061660051345825,0.4375133514404297
features.5,2,0,42,0.6651322841644287,0.5656601190567017
features.5,2,0,43,0.6850767731666565,0.4821912944316864
features.5,2,0,44,0.4823853075504303,0.3551020920276642
features.5,2,0,45,0.4169977009296417,0.3263012766838074
features.5,2,0,46,0.6311344504356384,0.5310607552528381
features.5,2,0,47,0.611427903175354,0.5545467138290405
features.5,2,0,48,0.7957354784011841,0.6852035522460938
features.5,2,0,49,0.5671582221984863,0.410887211561203
features.5,2,0,50,0.6149108409881592,0.5850192904472351
features.5,2,0,51,0.6091198921203613,0.5143420696258545
features.5,2,0,52,0.6900533437728882,0.43276405334472656
features.5,2,0,53,0.6171140074729919,0.46508777141571045
features.5,2,0,54,0.6637721061706543,0.5077343583106995
features.5,2,0,55,0.6507658958435059,0.5604013204574585
features.5,2,0,56,-0.11041498184204102,-0.053985171020030975
features.5,2,0,57,-0.05540372058749199,0.04500605911016464
features.5,2,0,58,0.32749730348587036,0.30933263897895813
features.5,2,0,59,0.7978013157844543,0.5525139570236206
features.5,2,0,60,0.2237851619720459,0.10927507281303406
features.5,2,0,61,-0.09506024420261383,-0.00738588348031044
features.5,2,0,62,0.40709003806114197,0.4222666025161743
features.5,2,0,63,0.782456636428833,0.6380971670150757
features.7,3,0,0,0.6475002765655518,0.49901729822158813
features.7,3,0,1,0.2632489800453186,0.13777604699134827
features.7,3,0,2,0.061078764498233795,0.09285527467727661
features.7,3,0,3,0.3753092885017395,0.17346830666065216
features.7,3,0,4,0.6176037788391113,0.39150166511535645
features.7,3,0,5,-0.040836822241544724,0.05959521606564522
features.7,3,0,6,0.6668490171432495,0.540669858455658
features.7,3,0,7,0.7070834636688232,0.5133111476898193
features.7,3,0,8,0.8479934334754944,0.641448974609375
features.7,3,0,9,0.6441723704338074,0.4214133322238922
features.7,3,0,10,0.585668683052063,0.4385565519332886
features.7,3,0,11,0.7657322287559509,0.5567736625671387
features.7,3,0,12,0.0906962975859642,0.1286902129650116
features.7,3,0,13,0.6888753771781921,0.5127734541893005
features.7,3,0,14,0.3119264245033264,0.1957794427871704
features.7,3,0,15,0.6588952541351318,0.5449579954147339
features.7,3,0,16,0.16260886192321777,0.046495527029037476
features.7,3,0,17,0.14717400074005127,0.12900039553642273
features.7,3,0,18,0.6780645847320557,0.551429271697998
features.7,3,0,19,0.09031301736831665,0.11384511739015579
features.7,3,0,20,0.16300652921199799,0.1403885781764984
features.7,3,0,21,0.6491853594779968,0.46017295122146606
features.7,3,0,22,0.016204524785280228,0.14683587849140167
features.7,3,0,23,0.6376672983169556,0.45170533657073975
features.7,3,0,24,0.7531996965408325,0.6063042879104614
features.7,3,0,25,0.7446894645690918,0.5756070613861084
features.7,3,0,26,0.5854085087776184,0.49362659454345703
features.7,3,0,27,0.8029288053512573,0.642197847366333
features.7,3,0,28,0.7454090118408203,0.4887450933456421
features.7,3,0,29,0.3541327714920044,0.2693172097206116
features.7,3,0,30,0.13914908468723297,0.07304655015468597
features.7,3,0,31,0.22784137725830078,0.18648973107337952
features.7,3,0,32,0.6979671716690063,0.5490247011184692
features.7,3,0,33,0.6823185682296753,0.49074670672416687
features.7,3,0,34,0.5749948024749756,0.44386374950408936
features.7,3,0,35,0.726447343826294,0.49439719319343567
features.7,3,0,36,0.608068585395813,0.3867896497249603
features.7,3,0,37,0.45343655347824097,0.2747647762298584
features.7,3,0,38,-0.012604137882590294,0.08938181400299072
features.7,3,0,39,0.39627304673194885,0.356426477432251
features.7,3,0,40,0.7426204681396484,0.6054192185401917
features.7,3,0,41,0.5136877298355103,0.35306888818740845
features.7,3,0,42,0.6393294334411621,0.4824373722076416
features.7,3,0,43,0.6951290965080261,0.48320281505584717
features.7,3,0,44,0.5435885190963745,0.4061073362827301
features.7,3,0,45,0.45396021008491516,0.36686283349990845
features.7,3,0,46,0.7154278755187988,0.5367487668991089
features.7,3,0,47,0.6952335238456726,0.5761915445327759
features.7,3,0,48,0.7793727517127991,0.6140275001525879
features.7,3,0,49,0.6809269189834595,0.45369598269462585
features.7,3,0,50,0.624204158782959,0.557071328163147
features.7,3,0,51,0.7193624973297119,0.5354807376861572
features.7,3,0,52,0.6821866035461426,0.48894792795181274
features.7,3,0,53,0.6815828680992126,0.5218452215194702
features.7,3,0,54,0.7159052491188049,0.5582911968231201
features.7,3,0,55,0.6352781057357788,0.5055503845214844
features.7,3,0,56,0.02990679442882538,0.02001962810754776
features.7,3,0,57,0.07748240232467651,0.08690225332975388
features.7,3,0,58,0.4901518225669861,0.36177530884742737
