layer_name,layer_idx,batch_idx,sample_idx,alpha_bias,alpha_weight
conv_layers.0,0,0,0,0.009531762450933456,0.18354371190071106
conv_layers.0,0,0,1,0.4750393331050873,0.3663876950740814
conv_layers.0,0,0,2,-0.608083188533783,-0.4052579402923584
conv_layers.0,0,0,3,-0.6056316494941711,-0.2871372699737549
conv_layers.0,0,0,4,-0.4669438600540161,-0.3093794584274292
conv_layers.0,0,0,5,-0.24685324728488922,-0.2037661224603653
conv_layers.0,0,0,6,0.9249509572982788,0.8691540956497192
conv_layers.0,0,0,7,-0.4451342821121216,-0.24782255291938782
conv_layers.0,0,0,8,-0.013726875185966492,-0.13525082170963287
conv_layers.0,0,0,9,0.4883319139480591,-0.08625119179487228
conv_layers.0,0,0,10,0.409123033285141,0.2920914888381958
conv_layers.0,0,0,11,0.7877395153045654,0.5762399435043335
conv_layers.0,0,0,12,0.7846400141716003,-0.1681801974773407
conv_layers.0,0,0,13,-0.6881513595581055,-0.30971089005470276
conv_layers.0,0,0,14,0.42826446890830994,0.08833056688308716
conv_layers.0,0,0,15,-0.5881191492080688,-0.2500932514667511
conv_layers.0,0,0,16,-0.4749780595302582,-0.2063753306865692
conv_layers.0,0,0,17,0.5087173581123352,0.1766805797815323
conv_layers.0,0,0,18,-0.1742577999830246,-0.4632844626903534
conv_layers.0,0,0,19,0.6986736059188843,-0.11131913959980011
conv_layers.0,0,0,20,-0.5110518336296082,0.6733140349388123
conv_layers.0,0,0,21,0.8521604537963867,0.24029071629047394
conv_layers.0,0,0,22,0.8721585869789124,0.8633803129196167
conv_layers.0,0,0,23,0.45227882266044617,-0.05771131068468094
conv_layers.0,0,0,24,-0.6236264109611511,-0.6036213636398315
conv_layers.0,0,0,25,-0.25347182154655457,0.08818714320659637
conv_layers.0,0,0,26,0.10874929279088974,0.2497914731502533
conv_layers.0,0,0,27,0.22844325006008148,0.5316158533096313
conv_layers.0,0,0,28,0.5404950380325317,0.05595952272415161
conv_layers.0,0,0,29,0.8551495671272278,0.7235445380210876
conv_layers.0,0,0,30,0.5654568672180176,-0.24469247460365295
conv_layers.0,0,0,31,-0.5258620977401733,-0.29345929622650146
conv_layers.0,0,0,32,0.6642014980316162,-0.39535385370254517
conv_layers.0,0,0,33,-0.1324845552444458,0.09653598070144653
conv_layers.0,0,0,34,0.14614225924015045,0.46011626720428467
conv_layers.0,0,0,35,-0.6420318484306335,-0.23474082350730896
conv_layers.0,0,0,36,-0.01202661544084549,0.13282062113285065
conv_layers.0,0,0,37,0.6611522436141968,0.4549577832221985
conv_layers.0,0,0,38,0.12825557589530945,0.7289160490036011
conv_layers.0,0,0,39,-0.3548925518989563,-0.15698102116584778
conv_layers.0,0,0,40,-0.42965805530548096,0.3313356637954712
conv_layers.0,0,0,41,0.767902135848999,0.5367187261581421
conv_layers.0,0,0,42,-0.42822766304016113,-0.024900829419493675
conv_layers.0,0,0,43,0.5516027212142944,0.3763066530227661
conv_layers.0,0,0,44,-0.44282016158103943,-0.4049713611602783
conv_layers.0,0,0,45,0.06847299635410309,0.1589498668909073
conv_layers.0,0,0,46,0.06408020108938217,-0.2037869095802307
conv_layers.0,0,0,47,0.6425842642784119,0.46954816579818726
conv_layers.0,0,0,48,0.34819602966308594,-0.26041120290756226
conv_layers.0,0,0,49,0.48254621028900146,0.3155534863471985
conv_layers.0,0,0,50,0.3736463785171509,0.0452682189643383
conv_layers.0,0,0,51,0.3411356210708618,-0.34254154562950134
